Structural Column Schedule 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Assembly Code,Assembly Description,Assembly Mark,Assembly Name,Base Level,Base Offset,Classification Number,Classification Title,Coating,Column Location Mark,Comments,Cost,Count,Cut Length,Description,Estimated Reinforcement Volume,Exact Weight,Excavation Volume on Toposolid,Exchange Entity ID,Exchange ID,Export to IFC,Export to IFC As,Export Type to IFC,Export Type to IFC As,Family,Family and Type,IFC Predefined Type,IfcGUID,Image,Keynote,Manufacturer,Mark,Model,Paint Area,Phase Created,Phase Demolished,Rebar Cover,Rebar Cover - Bottom Face,Rebar Cover - Other Faces,Rebar Cover - Top Face,Section Shape,Single Part Mark,Structural Material,System Length,Top Level,Top Offset,Type,Type Comments,Type IFC Predefined Type,Type IfcGUID,Type Image,Type Mark,URL,Volume,W,Weight
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,B10,Superstructure,,,Top of Footing,0",23.25.30.11.14.11,,,D-3,,,1,,,,,,,,By Type,,Default,,Concrete-Rectangular-Column,Concrete-Rectangular-Column: CC24x24,,3ZT5EhLQn6JfRlijT8hqQ9,,,,,,,New Construction,None,,Interior (framing, columns) <0' - 1 1/2">,Interior (framing, columns) <0' - 1 1/2">,Interior (framing, columns) <0' - 1 1/2">,Not Defined,,Concrete, Cast-in-Place gray,11'-7",L1_35_Low,0",CC24x24,,,3ZT5EhLQn6JfRlijT8hqSQ,,,,46.33 CF,,
,B10,Superstructure,,,Top of Footing,0",23.25.30.11.14.11,,,D-5,,,1,,,,,,,,By Type,,Default,,Concrete-Rectangular-Column,Concrete-Rectangular-Column: CC24x24,,3ZT5EhLQn6JfRlijT8hqOl,,,,,,,New Construction,None,,Interior (framing, columns) <0' - 1 1/2">,Interior (framing, columns) <0' - 1 1/2">,Interior (framing, columns) <0' - 1 1/2">,Not Defined,,Concrete, Cast-in-Place gray,14'-0 1/2",L1_37_Med,0",CC24x24,,,3ZT5EhLQn6JfRlijT8hqSQ,,,,56.17 CF,,
,B10,Superstructure,,,Top of Footing,0",23.25.30.11.14.11,,,D-7,,,1,,,,,,,,By Type,,Default,,Concrete-Rectangular-Column,Concrete-Rectangular-Column: CC24x24,,3ZT5EhLQn6JfRlijT8hpd0,,,,,,,New Construction,None,,Interior (framing, columns) <0' - 1 1/2">,Interior (framing, columns) <0' - 1 1/2">,Interior (framing, columns) <0' - 1 1/2">,Not Defined,,Concrete, Cast-in-Place gray,14'-0 1/2",L1_37_Med,0",CC24x24,,,3ZT5EhLQn6JfRlijT8hqSQ,,,,56.17 CF,,
,B10,Superstructure,,,Top of Footing,0",23.25.30.11.14.11,,,D-8,,,1,,,,,,,,By Type,,Default,,Concrete-Rectangular-Column,Concrete-Rectangular-Column: CC24x24,,3ZT5EhLQn6JfRlijT8hpc7,,,,,,,New Construction,None,,Interior (framing, columns) <0' - 1 1/2">,Interior (framing, columns) <0' - 1 1/2">,Interior (framing, columns) <0' - 1 1/2">,Not Defined,,Concrete, Cast-in-Place gray,17'-6",L1_43_High,0",CC24x24,,,3ZT5EhLQn6JfRlijT8hqSQ,,,,70.00 CF,,
,B10,Superstructure,,,Top of Footing,0",23.25.30.11.14.11,,,B.1-7,,,1,,,,,,,,By Type,,Default,,Concrete-Rectangular-Column,Concrete-Rectangular-Column: CC24x24,,3ZT5EhLQn6JfRlijT8hpbg,,,,,,,New Construction,None,,Interior (framing, columns) <0' - 1 1/2">,Interior (framing, columns) <0' - 1 1/2">,,Not Defined,,Concrete, Cast-in-Place gray,14'-0 1/2",L1_37_Med,0",CC24x24,,,3ZT5EhLQn6JfRlijT8hqSQ,,,,52.83 CF,,
,B10,Superstructure,,,Top of Footing,0",23.25.30.11.14.11,,,B.1-6,,,1,,,,,,,,By Type,,Default,,Concrete-Rectangular-Column,Concrete-Rectangular-Column: CC24x24,,3ZT5EhLQn6JfRlijT8hpYO,,,,,,,New Construction,None,,Interior (framing, columns) <0' - 1 1/2">,Interior (framing, columns) <0' - 1 1/2">,,Not Defined,,Concrete, Cast-in-Place gray,14'-0 1/2",L1_37_Med,0",CC24x24,,,3ZT5EhLQn6JfRlijT8hqSQ,,,,52.83 CF,,
,B10,Superstructure,,,Top of Footing,0",23.25.30.11.14.11,,,B.1-5,,,1,,,,,,,,By Type,,Default,,Concrete-Rectangular-Column,Concrete-Rectangular-Column: CC24x24,,3ZT5EhLQn6JfRlijT8hpYI,,,,,,,New Construction,None,,Interior (framing, columns) <0' - 1 1/2">,Interior (framing, columns) <0' - 1 1/2">,,Not Defined,,Concrete, Cast-in-Place gray,14'-0 1/2",L1_37_Med,0",CC24x24,,,3ZT5EhLQn6JfRlijT8hqSQ,,,,52.83 CF,,
,B10,Superstructure,,,Top of Footing,0",23.25.30.11.14.11,,,B.1-4,,,1,,,,,,,,By Type,,Default,,Concrete-Rectangular-Column,Concrete-Rectangular-Column: CC24x24,,3ZT5EhLQn6JfRlijT8hpY4,,,,,,,New Construction,None,,Interior (framing, columns) <0' - 1 1/2">,Interior (framing, columns) <0' - 1 1/2">,Interior (framing, columns) <0' - 1 1/2">,Not Defined,,Concrete, Cast-in-Place gray,14'-0 1/2",L1_37_Med,0",CC24x24,,,3ZT5EhLQn6JfRlijT8hqSQ,,,,56.17 CF,,
,B10,Superstructure,,,Top of Footing,0",23.25.30.11.14.11,,,B.1-3,,,1,,,714.81 in³,,,,,By Type,,Default,,Concrete-Rectangular-Column,Concrete-Rectangular-Column: CC24x24,,3ZT5EhLQn6JfRlijT8hpXu,,,,,,,New Construction,None,,Interior (framing, columns) <0' - 1 1/2">,Interior (framing, columns) <0' - 1 1/2">,,Not Defined,,Concrete, Cast-in-Place gray,11'-7",L1_35_Low,0",CC24x24,,,3ZT5EhLQn6JfRlijT8hqSQ,,,,43.00 CF,,
