Structural Framing Schedule 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Assembly Code,Assembly Description,Assembly Mark,Assembly Name,Camber Size,Classification Number,Classification Title,Coating,Comments,Cost,Count,Cross-Section Rotation,Cut Length,Description,Elevation at Bottom,Elevation at Top,End Extension,End Join Cutback,End Level Offset,End y Justification,End y Offset Value,End z Justification,End z Offset Value,Estimated Reinforcement Volume,Exact Weight,Excavation Volume on Toposolid,Exchange Entity ID,Exchange ID,Export to IFC,Export to IFC As,Export Type to IFC,Export Type to IFC As,Family,Family and Type,Fire Rating,IFC Predefined Type,IfcGUID,Image,Join Status,Keynote,Level,Manufacturer,Mark,Model,Number of studs,Paint Area,Phase Created,Phase Demolished,Rebar Cover,Rebar Cover - Bottom Face,Rebar Cover - Other Faces,Rebar Cover - Top Face,Reference Level,Reference Level Elevation,Section Shape,Single Part Mark,Start Extension,Start Join Cutback,Start Level Offset,Start y Justification,Start y Offset Value,Start z Justification,Start z Offset Value,Structural Material,Structural Usage,System Length,Type,Type Comments,Type IFC Predefined Type,Type IfcGUID,Type Image,Type Mark,URL,Volume,Weight,y Justification,y Offset Value,z Justification,z Offset Value
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B10,Superstructure,,,,23.25.30.11.14.14,,,,,1,0.00°,7'-10",,-7'-11",-5'-11",,,0",,,,,,,,,,By Type,,Default,,Concrete-Rectangular Beam,Concrete-Rectangular Beam: CB24x24,,,3ZT5EhLQn6JfRlijT8hpjb,,Both joins enabled,,,,,,,,New Construction,None,,Interior (framing, columns) <0' - 1 1/2">,Interior (framing, columns) <0' - 1 1/2">,,L1_35_Low,-5'-11",Not Defined,,,,0",,,,,Concrete, Cast-in-Place gray,Girder,9'-4 1/2",CB24x24,,,13xWBrKJD88gLLobxhZBc3,,,,18.28 CF,,Origin,0",Top,0"
B10,Superstructure,,,,23.25.30.11.14.14,,,,,1,0.00°,18'-9",,-7'-11",-5'-11",,,0",,,,,,,,,,By Type,,Default,,Concrete-Rectangular Beam,Concrete-Rectangular Beam: CB24x24,,,3ZT5EhLQn6JfRlijT8hpjd,,Both joins enabled,,,,,,,,New Construction,None,,Interior (framing, columns) <0' - 1 1/2">,Interior (framing, columns) <0' - 1 1/2">,,L1_35_Low,-5'-11",Not Defined,,,,0",,,,,Concrete, Cast-in-Place gray,Girder,20'-6",CB24x24,,,13xWBrKJD88gLLobxhZBc3,,,,43.75 CF,,Origin,0",Top,0"
B10,Superstructure,,,,23.25.30.11.14.14,,,,,1,0.00°,18'-4",,-5'-5 1/2",-3'-5 1/2",,,0",,,,,,,,,,By Type,,Default,,Concrete-Rectangular Beam,Concrete-Rectangular Beam: CB24x24,,,3ZT5EhLQn6JfRlijT8hpjX,,One or two joins disabled,,,,,,,,New Construction,None,,Interior (framing, columns) <0' - 1 1/2">,Interior (framing, columns) <0' - 1 1/2">,,L1_37_Med,-3'-5 1/2",Not Defined,,,,0",,,,,Concrete, Cast-in-Place gray,Girder,19'-8",CB24x24,,,13xWBrKJD88gLLobxhZBc3,,,,42.78 CF,,Origin,0",Top,0"
B10,Superstructure,,,,23.25.30.11.14.14,,,,,1,0.00°,15'-4",,-5'-5 1/2",-3'-5 1/2",,,0",,,,,,,,,,By Type,,Default,,Concrete-Rectangular Beam,Concrete-Rectangular Beam: CB24x24,,,3ZT5EhLQn6JfRlijT8hpjZ,,Both joins enabled,,,,,,,,New Construction,None,,Interior (framing, columns) <0' - 1 1/2">,Interior (framing, columns) <0' - 1 1/2">,,L1_37_Med,-3'-5 1/2",Not Defined,,,,0",,,,,Concrete, Cast-in-Place gray,Girder,17'-4",CB24x24,,,13xWBrKJD88gLLobxhZBc3,,,,35.78 CF,,Origin,0",Top,0"
B10,Superstructure,,,,23.25.30.11.14.14,,,,,1,0.00°,21'-8 159/256",,-2'-0",0",,,0",,,,,,,,,,By Type,,Default,,Concrete-Rectangular Beam,Concrete-Rectangular Beam: CB24x24,,,3ZT5EhLQn6JfRlijT8hpjT,,Both joins enabled,,,,,,,,New Construction,None,,Interior (framing, columns) <0' - 1 1/2">,Interior (framing, columns) <0' - 1 1/2">,,L1_43_High,0",Not Defined,,,,0",,,,,Concrete, Cast-in-Place gray,Girder,23'-7 37/256",CB24x24,,,13xWBrKJD88gLLobxhZBc3,,,,50.37 CF,,Origin,0",Top,0"
B10,Superstructure,,,,23.25.30.11.14.14,,,,,1,0.00°,17'-8 1/2",,-7'-11",-5'-11",,,0",,,,,,,,,,By Type,,Default,,Concrete-Rectangular Beam,Concrete-Rectangular Beam: CB24x24,,,3ZT5EhLQn6JfRlijT8hpjV,,Both joins enabled,,,,,,,,New Construction,None,,Interior (framing, columns) <0' - 1 1/2">,Interior (framing, columns) <0' - 1 1/2">,,L1_35_Low,-5'-11",Not Defined,,,,0",,,,,Concrete, Cast-in-Place gray,Girder,19'-9",CB24x24,,,13xWBrKJD88gLLobxhZBc3,,,,41.32 CF,,Origin,0",Top,0"
B10,Superstructure,,,,23.25.30.11.14.14,,,,,1,0.00°,20'-5 1/2",,-8'-5",-5'-11",,,0",,,,,,,,,,By Type,,Default,,Concrete-Rectangular Beam,Concrete-Rectangular Beam: CB24x30,,,3ZT5EhLQn6JfRlijT8hpjP,,Both joins enabled,,,,,,,,New Construction,None,,Interior (framing, columns) <0' - 1 1/2">,Interior (framing, columns) <0' - 1 1/2">,,L1_35_Low,-5'-11",Not Defined,,,,0",,,,,Concrete, Cast-in-Place gray,Girder,21'-11 1/2",CB24x30,,,0KlFU7lovDsB3F7ixU5fvU,,,,68.19 CF,,Origin,0",Top,0"
B10,Superstructure,,,,23.25.30.11.14.14,,,,,1,0.00°,23'-0",,-8'-5",-5'-11",,,0",,,,,,,,,,By Type,,Default,,Concrete-Rectangular Beam,Concrete-Rectangular Beam: CB24x30,,,3ZT5EhLQn6JfRlijT8hpjL,,Both joins enabled,,,,,,,,New Construction,None,,Interior (framing, columns) <0' - 1 1/2">,Interior (framing, columns) <0' - 1 1/2">,,L1_35_Low,-5'-11",Not Defined,,,,0",,,,,Concrete, Cast-in-Place gray,Girder,25'-6",CB24x30,,,0KlFU7lovDsB3F7ixU5fvU,,,,76.67 CF,,Origin,0",Top,0"
B10,Superstructure,,,,23.25.30.11.14.14,,,,,1,0.00°,5'-0",,-8'-5",-5'-11",,,0",,,,,,,,,,By Type,,Default,,Concrete-Rectangular Beam,Concrete-Rectangular Beam: CB24x30,,,3ZT5EhLQn6JfRlijT8hpjN,,Both joins enabled,,,,,,,,New Construction,None,,Interior (framing, columns) <0' - 1 1/2">,Interior (framing, columns) <0' - 1 1/2">,,L1_35_Low,-5'-11",Not Defined,,,,0",,,,,Concrete, Cast-in-Place gray,Girder,5'-11",CB24x30,,,0KlFU7lovDsB3F7ixU5fvU,,,,16.67 CF,,Origin,0",Top,0"
B10,Superstructure,,,,23.25.30.11.14.14,,,,,1,0.00°,20'-5 1/2",,-8'-5",-5'-11",,,0",,,,,1782.17 in³,,,,,By Type,,Default,,Concrete-Rectangular Beam,Concrete-Rectangular Beam: CB24x30,,,3ZT5EhLQn6JfRlijT8hpjH,,Both joins enabled,,,,,,,,New Construction,None,,Interior (framing, columns) <0' - 1 1/2">,Interior (framing, columns) <0' - 1 1/2">,,L1_35_Low,-5'-11",Not Defined,,,,0",,,,,Concrete, Cast-in-Place gray,Girder,21'-11 1/2",CB24x30,,,0KlFU7lovDsB3F7ixU5fvU,,,,68.19 CF,,Origin,0",Top,0"
B10,Superstructure,,,,23.25.30.11.14.14,,,,,1,0.00°,23'-0",,-8'-5",-5'-11",,,0",,,,,1077.08 in³,,,,,By Type,,Default,,Concrete-Rectangular Beam,Concrete-Rectangular Beam: CB24x30,,,3ZT5EhLQn6JfRlijT8hpjJ,,Both joins enabled,,,,,,,,New Construction,None,,Interior (framing, columns) <0' - 1 1/2">,Interior (framing, columns) <0' - 1 1/2">,,L1_35_Low,-5'-11",Not Defined,,,,0",,,,,Concrete, Cast-in-Place gray,Girder,25'-0",CB24x30,,,0KlFU7lovDsB3F7ixU5fvU,,,,76.67 CF,,Origin,0",Top,0"
B10,Superstructure,,,,23.25.30.11.14.14,,,,,1,0.00°,20'-6 1/2",,-7'-11",-5'-11",,,0",,,,,,,,,,By Type,,Default,,Concrete-Rectangular Beam,Concrete-Rectangular Beam: CB18x24,,,3ZT5EhLQn6JfRlijT8hpjC,,Both joins enabled,,,,,,,,New Construction,None,,Interior (framing, columns) <0' - 1 1/2">,Interior (framing, columns) <0' - 1 1/2">,,L1_35_Low,-5'-11",Not Defined,,,,0",,,,,Concrete, Cast-in-Place gray,Girder,22'-0 1/2",CB18x24,,,13xWBrKJD88gLLobxhZBvz,,,,35.95 CF,,Origin,0",Top,0"
